subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
140,1,25,5,14,4,41,9,24,6,0.59,0.25,0.20,0.00,0.00,0.00,25,16,15.92,15.88,0.61,0.82,2.76,3.90,0.87,12.11,0.58,0.57,2.29,1.07,0.17,0.57,0.17,0.08,0.25
141,1,35,6,19,5,54,14,28,8,0.52,0.29,0.17,0.00,0.00,0.00,35,17,16.56,17.48,0.65,0.90,3.37,4.76,0.89,15.94,0.68,0.75,4.50,1.50,0.21,0.62,0.14,0.04,0.18
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,24,6,13,5,39,12,21,7,0.54,0.33,0.25,0.14,0.14,0.27,24,15,15.49,15.15,0.62,0.75,2.72,3.84,0.87,12.01,0.62,0.57,2.29,1.07,0.19,0.50,0.19,0.10,0.29
148,1,52,10,28,8,83,19,45,13,0.54,0.29,0.19,0.15,0.31,0.39,52,18,17.34,18.25,0.63,0.89,4.04,5.71,0.89,18.14,0.62,0.85,9.31,2.16,0.24,0.47,0.16,0.07,0.22
149,1,44,9,27,8,63,16,37,12,0.59,0.32,0.20,0.12,0.12,0.25,44,18,17.70,19.02,0.70,0.92,3.92,5.54,0.91,20.77,0.73,0.88,6.12,1.75,0.19,0.62,0.19,0.14,0.32
150,1,40,8,23,7,73,17,43,14,0.59,0.33,0.20,0.09,0.09,0.21,40,14,16.09,16.93,0.55,0.80,3.31,4.68,0.86,13.29,0.53,0.45,2.27,1.07,0.12,0.35,0.16,0.12,0.28
152,1,23,7,14,6,31,11,17,8,0.55,0.47,0.30,0.33,0.67,0.58,23,15,16.45,16.58,0.74,0.75,2.92,4.13,0.91,17.16,0.82,1.00,6.00,1.73,0.35,0.75,0.24,0.06,0.29
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,54,8,29,7,86,13,46,10,0.53,0.22,0.15,0.10,0.10,0.22,54,19,17.71,18.21,0.63,0.94,4.12,5.82,0.90,18.52,0.63,0.80,6.40,1.79,0.17,0.48,0.11,0.13,0.24
155,1,22,4,9,4,22,4,9,4,0.41,0.44,0.18,0.00,0.00,0.00,22,20,20.00,20.00,1.00,1.00,3.32,4.69,1.00,NaN,1.00,1.00,1.00,0.71,0.11,1.00,0.11,0.00,0.11
156,1,60,13,39,12,96,23,52,17,0.54,0.33,0.22,0.13,0.27,0.37,60,18,17.64,18.20,0.62,0.94,4.33,6.12,0.90,19.25,0.75,0.73,8.07,2.01,0.21,0.59,0.21,0.13,0.35
157,1,50,8,25,6,68,8,33,6,0.49,0.18,0.16,0.09,0.09,0.21,50,19,18.20,18.52,0.74,0.88,4.29,6.06,0.93,25.15,0.76,0.82,7.36,1.92,0.27,0.75,0.12,0.18,0.30
158,1,40,11,26,10,78,26,45,18,0.58,0.40,0.28,0.11,0.11,0.24,40,13,16.29,17.56,0.51,0.85,3.20,4.53,0.85,12.34,0.58,0.67,4.00,1.41,0.13,0.52,0.16,0.02,0.18
159,1,50,9,31,8,98,24,56,18,0.57,0.32,0.18,0.08,0.08,0.20,50,18,16.72,16.36,0.51,0.85,3.57,5.05,0.85,13.57,0.55,0.50,3.00,1.22,0.11,0.47,0.18,0.12,0.30
160,1,43,10,27,9,90,17,52,12,0.58,0.23,0.23,0.12,0.25,0.35,43,16,16.34,17.80,0.48,0.89,3.21,4.53,0.84,11.91,0.52,0.50,4.00,1.41,0.15,0.47,0.13,0.08,0.21
161,1,69,11,38,10,136,26,73,19,0.54,0.26,0.16,0.11,0.22,0.33,69,19,17.32,18.04,0.51,0.92,4.18,5.92,0.86,15.45,0.52,0.61,6.72,1.83,0.15,0.41,0.11,0.11,0.22
162,1,65,7,40,6,133,19,71,11,0.53,0.15,0.11,0.04,0.04,0.14,65,15,17.04,17.70,0.49,0.86,3.99,5.64,0.85,14.51,0.56,0.60,9.00,2.12,0.21,0.57,0.08,0.08,0.17
